"PLAYER","TEAM","AGE","GP","W","L","MIN","PTS","FGM","FGA","FG.","X3PM","X3PA","X3P.","FTM","FTA","FT.","OREB","DREB","REB","AST","TOV","STL","BLK","PF","FP","DD2","TD3","X...","GP.RANK","W.RANK","L.RANK","MIN.RANK","PTS.RANK","FGM.RANK","FGA.RANK","FG..RANK","X3PM.RANK","X3PA.RANK","X3P..RANK","FTM.RANK","FTA.RANK","FT..RANK","OREB.RANK","DREB.RANK","REB.RANK","AST.RANK","TOV.RANK","STL.RANK","BLK.RANK","PF.RANK","FP.RANK","DD2.RANK","TD3.RANK","X....RANK","X3PTMissed","FG_Missed","FTMissed","score","day"
"Nicolas Batum","LAC",32,1,1,0,28.2,3,1,4,25,1,3,33.3,0,0,0,1,5,6,6,1,2,0,2,24.2,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,13,"2020-12-23"
"Terance Mann","LAC",24,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,"2020-12-23"
"Jordan Poole","GSW",21,1,0,1,17.9,2,1,4,25,0,1,0,0,0,0,0,2,2,3,2,0,0,2,6.9,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,"2020-12-23"
"Kent Bazemore","GSW",31,1,0,1,11.6,2,1,2,50,0,1,0,0,0,0,0,2,2,2,2,1,0,3,8.4,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,"2020-12-23"
"Luke Kennard","LAC",24,1,1,0,21.1,4,2,6,33.3,0,3,0,0,0,0,0,2,2,2,1,2,1,3,17.4,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,5,"2020-12-23"
"Montrezl Harrell","LAL",26,1,0,1,32.3,17,6,7,85.7,0,0,0,5,7,71.4,4,6,10,3,1,0,1,1,35.5,1,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,26,"2020-12-23"
"Marquese Chriss","GSW",23,1,0,1,12.4,9,4,10,40,1,3,33.3,0,0,0,3,5,8,1,0,0,0,2,20.1,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0,10,"2020-12-23"
"Bruce Brown","BKN",24,1,1,0,7.5,2,1,3,33.3,0,1,0,0,0,0,0,1,1,1,2,0,0,1,2.7,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,"2020-12-23"
"Marc Gasol","LAL",35,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,1.7,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,-4,"2020-12-23"
"Reggie Perry","BKN",20,1,1,0,7.8,2,1,3,33.3,0,1,0,0,0,0,1,1,2,1,0,0,0,0,5.9,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,5,"2020-12-23"
"Serge Ibaka","LAC",31,1,1,0,20.5,15,5,7,71.4,2,3,66.7,3,5,60,2,4,6,0,1,0,1,3,24.2,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,16,"2020-12-23"
"Juan Toscano-Anderson","GSW",27,1,0,1,13.3,4,2,2,100,0,0,0,0,0,0,0,4,4,2,0,0,2,3,17.8,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,9,"2020-12-23"
"Kentavious Caldwell-Pope","LAL",27,1,0,1,23.1,9,2,4,50,1,3,33.3,4,4,100,0,2,2,1,2,2,1,2,19.9,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,9,"2020-12-23"
"Rodions Kurucs","BKN",22,1,1,0,6.6,3,1,1,100,1,1,100,0,0,0,0,1,1,0,0,0,0,0,4.2,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,6,"2020-12-23"
"Timothe Luwawu-Cabarrot","BKN",25,1,1,0,6.6,5,2,6,33.3,1,3,33.3,0,0,0,1,1,2,0,1,0,0,2,6.4,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,2,"2020-12-23"
"Dennis Schroder","LAL",27,1,0,1,27.8,14,5,15,33.3,2,5,40,2,4,50,1,11,12,8,1,0,0,4,39.4,1,0,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,2,17,"2020-12-23"
"James Wiseman","GSW",19,1,0,1,24.3,19,7,13,53.8,1,1,100,4,8,50,1,5,6,0,1,2,0,2,31.2,0,0,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,4,14,"2020-12-23"
"Kevon Looney","GSW",24,1,0,1,11.3,4,2,4,50,0,0,0,0,1,0,0,2,2,0,2,0,0,3,4.4,0,0,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,-2,"2020-12-23"
"Tyler Johnson","BKN",28,1,1,0,6,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4.2,0,0,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,3,"2020-12-23"
"Anthony Davis","LAL",27,1,0,1,30.9,18,8,15,53.3,0,2,0,2,2,100,0,7,7,2,4,0,0,1,25.4,0,0,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,0,15,"2020-12-23"
"Wesley Matthews","LAL",34,1,0,1,11.1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,-1,"2020-12-23"
"Stephen Curry","GSW",32,1,0,1,30.3,20,7,21,33.3,2,10,20,4,4,100,3,1,4,10,3,2,0,1,42.8,1,0,-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,14,0,18,"2020-12-23"
"Andrew Wiggins","GSW",25,1,0,1,31.2,13,4,16,25,2,6,33.3,3,4,75,0,2,2,1,4,0,1,4,15.9,0,0,-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12,1,-4,"2020-12-23"
"Eric Paschall","GSW",24,1,0,1,21.6,6,2,6,33.3,1,1,100,1,2,50,1,0,1,0,0,0,1,1,10.2,0,0,-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,2,"2020-12-23"
"Kelly Oubre Jr.","GSW",25,1,0,1,25.7,6,3,14,21.4,0,6,0,0,0,0,4,3,7,2,3,1,2,1,23.4,0,0,-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,0,3,"2020-12-23"
"Kevin Durant","BKN",32,1,1,0,33.4,29,9,16,56.3,3,4,75,8,9,88.9,0,4,4,3,2,2,0,3,42.3,0,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,27,"2020-12-25"
"Kyrie Irving","BKN",28,1,1,0,33.4,37,13,21,61.9,7,10,70,4,4,100,1,5,6,8,1,1,0,4,58.2,0,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,0,41,"2020-12-25"
"Pat Connaughton","MIL",27,1,1,0,18.9,2,1,3,33.3,0,1,0,0,0,0,0,7,7,2,0,0,0,0,13.4,0,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,11,"2020-12-25"
"Giannis Antetokounmpo","MIL",26,1,1,0,26.7,15,4,14,28.6,0,3,0,7,15,46.7,4,9,13,4,2,0,0,2,34.6,1,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,8,12,"2020-12-25"
"Avery Bradley","MIA",30,1,1,0,28.5,12,4,7,57.1,2,5,40,2,3,66.7,0,2,2,4,2,2,0,2,24.4,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,14,"2020-12-25"
"Joe Harris","BKN",29,1,1,0,26.2,9,3,6,50,2,4,50,1,2,50,0,1,1,0,0,0,0,4,10.2,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,4,"2020-12-25"
"Jrue Holiday","MIL",30,1,1,0,25.4,12,6,8,75,0,1,0,0,0,0,1,3,4,6,3,0,1,1,25.8,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,19,"2020-12-25"
"Goran Dragic","MIA",34,1,1,0,27.1,18,6,11,54.5,0,4,0,6,7,85.7,0,2,2,9,3,4,0,1,42.9,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,25,"2020-12-25"
"Khris Middleton","MIL",29,1,1,0,25.8,31,10,15,66.7,6,8,75,5,5,100,0,4,4,5,2,2,0,2,47.3,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,35,"2020-12-25"
"Bobby Portis","MIL",25,1,1,0,25.9,10,5,9,55.6,0,3,0,0,0,0,1,11,12,2,1,1,1,1,32.4,1,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,22,"2020-12-25"
"Jarrett Allen","BKN",22,1,1,0,21.4,9,2,3,66.7,0,0,0,5,6,83.3,5,6,11,1,1,0,4,1,34.7,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,23,"2020-12-25"
"Andre Iguodala","MIA",36,1,1,0,26.2,6,2,5,40,2,5,40,0,0,0,0,7,7,3,2,1,0,3,19.9,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,11,"2020-12-25"
"Anthony Davis","LAL",27,1,1,0,30.3,28,10,16,62.5,3,5,60,5,7,71.4,1,7,8,5,2,2,0,2,49.1,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,2,33,"2020-12-25"
"LeBron James","LAL",36,1,1,0,31.4,22,8,18,44.4,3,8,37.5,3,4,75,1,6,7,10,4,1,0,0,44.4,1,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,1,27,"2020-12-25"
"Spencer Dinwiddie","BKN",27,1,1,0,29.2,6,2,6,33.3,0,2,0,2,2,100,0,4,4,2,2,2,1,3,20.8,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,8,"2020-12-25"
"Montrezl Harrell","LAL",26,1,1,0,28.4,22,10,13,76.9,0,1,0,2,5,40,5,2,7,2,2,1,0,4,34.4,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,22,"2020-12-25"
"Brook Lopez","MIL",32,1,1,0,19.7,8,3,6,50,0,1,0,2,2,100,2,2,4,0,2,0,1,1,13.8,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,9,"2020-12-25"
"Kentavious Caldwell-Pope","LAL",27,1,1,0,24.2,8,3,7,42.9,2,6,33.3,0,0,0,0,0,0,2,0,1,2,4,20,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,7,"2020-12-25"
"Paul George","LAC",30,1,1,0,36.9,23,8,14,57.1,5,9,55.6,2,2,100,0,5,5,9,6,1,0,1,39.5,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0,27,"2020-12-25"
"Bryn Forbes","MIL",27,1,1,0,13.4,8,3,5,60,2,3,66.7,0,0,0,0,0,0,0,0,0,0,1,8,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,7,"2020-12-25"
"Kawhi Leonard","LAC",29,1,1,0,30.4,21,8,14,57.1,2,4,50,3,3,100,2,3,5,7,2,4,1,4,50.5,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0,28,"2020-12-25"
"Nicolas Batum","LAC",32,1,1,0,36.3,13,5,8,62.5,2,5,40,1,1,100,4,6,10,4,2,1,1,5,35,1,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,21,"2020-12-25"
"D.J. Wilson","MIL",24,1,1,0,13.9,9,3,4,75,3,3,100,0,0,0,0,4,4,0,1,0,1,2,15.8,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,12,"2020-12-25"
"Alex Caruso","LAL",26,1,1,0,13.4,6,2,2,100,2,2,100,0,0,0,0,1,1,2,2,2,0,2,14.2,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,9,"2020-12-25"
"D.J. Augustin","MIL",33,1,1,0,13.5,13,4,6,66.7,3,3,100,2,2,100,0,0,0,1,0,0,0,1,14.5,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,13,"2020-12-25"
"Serge Ibaka","LAC",31,1,1,0,21.5,15,6,9,66.7,2,2,100,1,1,100,0,2,2,2,1,0,1,4,22.4,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,14,"2020-12-25"
"Bam Adebayo","MIA",23,1,1,0,28.2,17,5,9,55.6,0,0,0,7,8,87.5,0,4,4,2,3,2,1,2,30.8,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,18,"2020-12-25"
"Ivica Zubac","LAC",23,1,1,0,19.1,12,2,2,100,0,0,0,8,11,72.7,0,0,0,0,2,0,1,4,13,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,6,"2020-12-25"
"Talen Horton-Tucker","LAL",20,1,1,0,6.9,5,1,2,50,1,1,100,2,2,100,1,0,1,2,1,0,1,2,11.2,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,"2020-12-25"
"Dennis Schroder","LAL",27,1,1,0,25.1,18,7,11,63.6,1,3,33.3,3,4,75,1,1,2,6,4,0,0,5,25.4,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,14,"2020-12-25"
"Marc Gasol","LAL",35,1,1,0,19.6,2,0,1,0,0,1,0,2,2,100,2,7,9,0,1,0,0,2,11.8,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,9,"2020-12-25"
"Isaiah Hartenstein","DEN",22,1,0,1,9.5,6,3,5,60,0,0,0,0,0,0,2,3,5,1,0,0,1,1,16.5,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,10,"2020-12-25"
"Kyle Kuzma","LAL",25,1,1,0,21.9,13,5,11,45.5,3,4,75,0,0,0,2,4,6,2,0,0,1,1,26.2,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,17,"2020-12-25"
"Jordan Nwora","MIL",22,1,1,0,9.8,7,2,6,33.3,1,3,33.3,2,2,100,0,1,1,0,1,0,0,2,7.2,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,3,"2020-12-25"
"Luke Kennard","LAC",24,1,1,0,19.9,8,2,6,33.3,2,4,50,2,2,100,0,6,6,2,2,0,0,1,16.2,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,11,"2020-12-25"
"Sam Merrill","MIL",24,1,1,0,7.6,6,2,3,66.7,2,2,100,0,0,0,2,1,3,4,1,1,0,0,17.6,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,14,"2020-12-25"
"Thanasis Antetokounmpo","MIL",28,1,1,0,9.8,4,2,2,100,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4.5,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,"2020-12-25"
"Torrey Craig","MIL",30,1,1,0,9.8,0,0,1,0,0,0,0,0,0,0,0,4,4,0,1,0,0,2,3.8,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,"2020-12-25"
"DeAndre Jordan","BKN",32,1,1,0,19.2,4,2,2,100,0,0,0,0,2,0,2,5,7,2,1,0,2,2,20.4,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,12,"2020-12-25"
"Donte DiVincenzo","MIL",23,1,1,0,20,13,5,8,62.5,3,5,60,0,0,0,1,3,4,0,2,2,0,1,21.8,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,15,"2020-12-25"
"Duncan Robinson","MIA",26,1,1,0,32,23,8,14,57.1,7,13,53.8,0,0,0,0,5,5,0,1,0,0,3,28,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,0,20,"2020-12-25"
"Patrick Beverley","LAC",32,1,1,0,21.5,9,3,6,50,2,5,40,1,2,50,1,1,2,0,1,2,0,5,16.4,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,5,"2020-12-25"
"Steven Adams","NOP",27,1,0,1,32.4,6,3,3,100,0,0,0,0,0,0,4,5,9,1,2,2,1,2,25.3,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,15,"2020-12-25"
"Alfonzo McKinnie","LAL",28,1,1,0,2.4,3,1,1,100,1,1,100,0,0,0,0,1,1,0,0,0,0,0,4.2,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,6,"2020-12-25"
"Bruce Brown","BKN",24,1,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,"2020-12-25"
"Jared Dudley","LAL",35,1,1,0,2.4,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,3.6,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,"2020-12-25"
"Lou Williams","LAC",34,1,1,0,23.6,8,3,7,42.9,2,4,50,0,0,0,0,4,4,3,1,1,0,1,19.3,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,12,"2020-12-25"
"Precious Achiuwa","MIA",21,1,1,0,19.5,11,5,7,71.4,0,0,0,1,2,50,1,2,3,2,1,0,1,6,19.6,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,9,"2020-12-25"
"Quinn Cook","LAL",27,1,1,0,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,"2020-12-25"
"Reggie Perry","BKN",20,1,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,"2020-12-25"
"Rodions Kurucs","BKN",22,1,1,0,2.5,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.2,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,"2020-12-25"
"Timothe Luwawu-Cabarrot","BKN",25,1,1,0,2.5,4,1,1,100,0,0,0,2,2,100,0,0,0,0,0,0,0,0,4,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,6,"2020-12-25"
"Tyler Johnson","BKN",28,1,1,0,2.5,3,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,"2020-12-25"
"Markieff Morris","LAL",31,1,1,0,15.3,9,3,5,60,3,5,60,0,0,0,3,4,7,2,0,1,0,0,23.4,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,19,"2020-12-25"
"Brandon Ingram","NOP",23,1,0,1,37.1,28,7,17,41.2,4,8,50,10,11,90.9,0,2,2,3,4,0,0,0,30.9,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,1,18,"2020-12-25"
